job_title,company,location,post_date,seniority_level,skills,salary
data scientist,company_440,"Lexington, MA . Massachusetts, United States",a month ago,senior,"['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",109604
data scientist,company_449,"New York, United States",6 days ago,lead,"['tableau', 'sql', 'r', 'python']",152988
data scientist,company_450,"Fort George G Meade, Maryland, United States . On-site",3 months ago,senior,[],142940.5
data scientist,company_421,"São Paulo, São Paulo, Brazil . Fully Remote",14 days ago,midlevel,"['sql', 'machine learning', 'python']",25214
data scientist,company_456,"Sacramento, CA",19 days ago,midlevel,[],144386.5
data scientist,company_457,"New York, United States . Minneapolis, MN . Chicago, IL",5 days ago,senior,"['git', 'r', 'python', 'docker', 'sql', 'machine learning']",76724
data scientist,company_460,"Bellevue, WA",a month ago,midlevel,"['aws', 'git', 'python', 'sql', 'machine learning']",159608.5
data scientist,company_211,"Bengaluru, Karnataka, India . Bengaluru East, Karnataka, India",3 months ago,senior,"['pytorch', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",27524
data scientist,company_438,"New York City, New York, United States . On-site",23 days ago,senior,[],151203
data scientist,company_461,"Bengaluru, Karnataka, India . Hybrid",a month ago,lead,"['aws', 'machine learning', 'gcp', 'azure', 'deep learning']",14064
machine learning engineer,company_465,"Washington, DC . On-site",14 days ago,senior,"['deep learning', 'aws', 'machine learning', 'python']",160108
machine learning engineer,company_025,"Jersey City, NJ",12 days ago,midlevel,"['aws', 'gcp', 'azure']",155267.5
data scientist,company_468,"Los Alamos, NM",14 days ago,senior,"['git', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",153673
,company_470,"Austin, TX",4 months ago,midlevel,"['linux', 'python']",68505
data scientist,company_474,"Irvine, CA",6 days ago,senior,"['amazon', 'pytorch', 'aws', 'python', 'java', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']",131412.5
data scientist,company_475,"Brisbane, CA",19 days ago,senior,"['pandas', 'numpy', 'git', 'r', 'python', 'scikit-learn', 'machine learning', 'matplotlib']",188154
data scientist,company_477,"Mountain View, California, United States . On-site",5 months ago,,[],187241
machine learning engineer,company_142,"New York, NY . Boston, MA . Los Angeles, CA",a year ago,senior,"['pytorch', 'machine learning']",200940.5
data scientist,company_480,"Kansas City, KS . Hybrid",a month ago,midlevel,"['pytorch', 'r', 'python', 'machine learning', 'deep learning', 'tensorflow']",97734
data scientist,company_482,"Boston, MA . United States",22 days ago,senior,"['deep learning', 'machine learning']",109600
data scientist,company_340,"San Jose, CA . Hybrid",2 months ago,senior,"['sql', 'machine learning', 'r', 'python']",153605.5
data scientist,company_484,"San Diego, CA",7 days ago,junior,"['sql', 'machine learning', 'tableau']",95450.5
data scientist,company_485,United States . Fully Remote,14 days ago,senior,"['pytorch', 'scikit-learn', 'python', 'java', 'machine learning', 'tensorflow']",146135.5
data scientist,company_486,"Bengaluru, Karnataka, India",a month ago,senior,"['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure']",19988
data scientist,company_313,"Toronto, Ontario, Canada . Hybrid",7 days ago,senior,"['machine learning', 'python']",73457
data scientist,company_488,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ",25 days ago,senior,"['r', 'python', 'sql', 'machine learning', 'tableau']",155827
data scientist,company_490,"Overland Park, KS . Frisco, TX . Bellevue, WA . Hybrid",3 days ago,junior,"['sql', 'machine learning', 'r', 'python']",110517.5
data scientist,company_268,"Singapore, Singapore",2 days ago,midlevel,"['spark', 'git', 'python', 'sql', 'hadoop']",67044
data scientist,company_499,"Lake Mary, FL . Hybrid",4 days ago,lead,"['sql', 'kubernetes', 'machine learning', 'python']",109606
data scientist,company_500,"Vilniaus, Lithuania . Nzalae/ Nzawa locations, Kitui County, Kenya . Hybrid",5 months ago,senior,"['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",7081.5
data scientist,company_503,"Brazil, Sao Paulo . On-site",14 days ago,midlevel,[],34295.5
data scientist,company_513,"Washington, DC",2 days ago,senior,"['spark', 'r', 'python', 'sql', 'machine learning']",164400.5
data scientist,company_516,Fully Remote,2 days ago,,[],134723.5
data scientist,company_517,Fully Remote,7 days ago,lead,[],255738
data scientist,company_521,"San Francisco, CA . Chicago, IL . Seattle, WA . New York, NY",13 days ago,senior,"['pandas', 'sql', 'python']",134724.5
data scientist,company_523,"Alpharetta, GA",3 months ago,senior,"['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'scipy', 'database', 'matplotlib']",109925.5
data scientist,company_524,"Orlando, FL",4 days ago,senior,"['amazon', 'azure', 'machine learning']",102482
data scientist,company_527,"Plainsboro, NJ",7 days ago,senior,['deep learning'],131088
machine learning engineer,company_532,"New York, NY . Hybrid",23 days ago,,[],200935.5
data scientist,company_540,Fully Remote,8 days ago,senior,[],118741
data scientist,company_544,"Tempe, AZ . Hybrid",20 days ago,lead,"['linux', 'aws', 'r', 'python']",118736.5
data scientist,company_545,"Indianapolis, IN",15 days ago,senior,['tableau'],170659
machine learning engineer,company_546,"Redwood City, CA . Hybrid",7 days ago,senior,"['pytorch', 'spark', 'python', 'scala', 'sql', 'machine learning', 'deep learning', 'tensorflow']",208740.5
data scientist,company_549,"Santa Clara, CA . Hybrid",3 months ago,senior,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']",239749
data scientist,company_551,"Bengaluru, Karnataka, India",2 months ago,senior,"['powerbi', 'python', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tableau']",15667
data scientist,company_019,Fully Remote,a month ago,,[],155272
data scientist,company_555,"Boston, MA",7 days ago,lead,"['sql', 'machine learning', 'r', 'python']",141571
data scientist,company_558,"Boston, MA . Hybrid",16 hours ago,senior,"['r', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",134721.5
data scientist,company_155,"Raleigh, NC",18 days ago,lead,"['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",164401.5
data scientist,company_564,Fully Remote,a month ago,senior,[],180391
data scientist,company_568,"Brooklyn, OH . Cleveland, OH . United States",a month ago,senior,"['sql', 'r', 'python']",121021.5
data scientist,company_572,Fully Remote,3 days ago,senior,[],166685.5
data scientist,company_574,"Chicago, IL",5 days ago,midlevel,[],74894.5
data scientist,company_577,"South San Francisco, CA",4 days ago,senior,"['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']",166206
data scientist,company_579,"Philadelphia, PA",10 months ago,midlevel,"['sql', 'machine learning', 'r', 'python']",100472
data scientist,company_412,"Minneapolis, MN",a month ago,lead,"['pytorch', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",140478.5
data scientist,company_500,"Bucharest, Bucharest, Romania . Vilnius, Vilniaus, Lithuania . Estonia . Bulgaria . Poland + 11 More . Hybrid",2 months ago,senior,"['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",7080.5
data scientist,company_587,United States . Fully Remote,14 days ago,senior,"['pandas', 'numpy', 'aws', 'git', 'scikit-learn', 'python', 'sql', 'gcp', 'database', 'machine learning']",100469
machine learning engineer,company_589,Fully Remote,a month ago,senior,[],216925
data scientist,company_590,"San Francisco, California, United States . San Francisco, California, USA . Hybrid",a month ago,senior,[],182667
data scientist,company_591,"Chicago, IL . إلينوي شيكاغو الولايات المتحدة . Hybrid",2 months ago,senior,"['sql', 'machine learning', 'scikit-learn', 'python']",109601
data scientist,company_145,"Austin, Texas . Hybrid",a day ago,senior,[],200937
data scientist,company_596,"San Diego, CA",a month ago,senior,"['r', 'python', 'scala', 'sql', 'gcp']",172713.5
data scientist,company_598,Salt Lake City Metropolitan Area,7 days ago,lead,"['sql', 'machine learning', 'python']",182667
data scientist,company_601,"Pune, Maharashtra, India",7 days ago,midlevel,"['scikit-learn', 'python', 'sql', 'database', 'machine learning']",30455
data scientist,company_603,"Queenstown, Central Singapore Community Development Council, Singapore",3 months ago,junior,"['tableau', 'r', 'python']",54802
data scientist,company_472,"Brookfield, WI . Fully Remote",7 days ago,midlevel,"['aws', 'r', 'python', 'sql', 'machine learning']",98934.5
data scientist,company_607,"Yonkers, New York, United States . Hybrid",17 hours ago,senior,[],127418
data scientist,company_608,"Berlin, Berlin, Germany . Hybrid",a month ago,senior,"['scala', 'spark', 'machine learning', 'python']",102845.5
data scientist,company_609,"Golden Valley, MN . Austin, TX . Hybrid",7 days ago,lead,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'keras', 'azure', 'tensorflow']",149286
data scientist,company_610,"Chicago, IL . Hybrid",5 days ago,senior,"['git', 'r', 'python', 'sql', 'machine learning', 'deep learning']",83821
data scientist,company_611,Fully Remote,22 days ago,senior,[],168972.5
data scientist,company_614,Ukraine,14 days ago,senior,"['amazon', 'pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",65768
data scientist,company_615,Fully Remote,a month ago,lead,[],187236
data scientist,company_383,"Barcelona, Spain . On-site",a month ago,,[],61374
data scientist,company_624,Hybrid,a month ago,,[],49065
data scientist,company_625,Fully Remote,6 months ago,senior,[],155272
data scientist,company_631,"San Francisco, CA",21 days ago,midlevel,"['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']",186281
data scientist,company_634,"Rockville, MD",a month ago,midlevel,"['machine learning', 'r', 'python']",165775.5
data scientist,company_423,"New York, NY . Hybrid",2 months ago,senior,[],114169.5
data scientist,company_057,"Seattle, WA",7 days ago,lead,"['python', 'sql', 'machine learning', 'azure', 'tableau']",120567
data scientist,company_638,United States,7 days ago,senior,"['spark', 'aws', 'git', 'r', 'python', 'powerbi', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'matplotlib', 'tableau']",114166.5
data scientist,company_640,United States,14 days ago,lead,"['pytorch', 'spark', 'python', 'machine learning', 'deep learning', 'azure', 'tensorflow']",86958
data scientist,company_642,Fully Remote,2 days ago,senior,[],127872.5
data scientist,company_643,"Minneapolis, MN . Hybrid",7 days ago,senior,"['sql', 'machine learning', 'r', 'python']",103871
data scientist,company_645,Hybrid,a year ago,,[],155269.5
data scientist,company_647,"India, Bengaluru . Fully Remote",5 days ago,senior,[],39026
machine learning engineer,company_653,"Colorado Springs, CO",14 days ago,senior,"['pytorch', 'scikit-learn', 'machine learning', 'tensorflow']",118741.5
data scientist,company_654,"San Francisco, CA . Hybrid",21 days ago,senior,[],171251.5
data scientist,company_254,"Chicago, IL",7 days ago,senior,"['powerbi', 'r', 'python', 'sql', 'database', 'hadoop', 'tableau']",75358.5
data scientist,company_662,On-site,13 days ago,senior,[],147968
data scientist,company_645,Hybrid,3 years ago,,[],155271.5
data scientist,company_665,"South San Francisco, California, United States . On-site",2 months ago,,[],171251.5
data scientist,company_666,"Singapore, Singapore",a month ago,senior,['database'],80624
data scientist,company_668,"Sacramento, California, United States . Jacksonville, Florida, United States . Austin, Texas, United States . Mexico City, Mexico . Ottawa, Ontario, Canada + 17 More . On-site",2 months ago,lead,[],218288
data scientist,company_670,"Annapolis Junction, Maryland, United States . On-site",7 days ago,,[],155269
data scientist,company_675,Fully Remote,2 months ago,senior,[],162124
data scientist,company_216,United States . Hybrid,4 days ago,senior,"['pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",169882
data scientist,company_678,"Fort Huachuca, AZ . Fort Huachuca, Arizona, United States",22 days ago,senior,[],78553.5
data scientist,company_680,"Richmond, VA",8 days ago,senior,"['git', 'r', 'python', 'sql', 'machine learning']",100467
data scientist,company_678,"Ashburn, VA",21 days ago,senior,"['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tableau']",209159.5
data scientist,company_685,"New York, NY",6 months ago,lead,"['spark', 'aws', 'python', 'sql', 'machine learning']",102480.5
data scientist,company_689,Greater Milwaukee,8 days ago,senior,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure', 'tableau']",127721.5
data scientist,company_488,"Boston, MA",23 days ago,lead,"['r', 'python', 'sql', 'machine learning', 'tableau']",166226.5
data scientist,company_690,"Maplewood, MN . Hybrid",7 days ago,senior,"['machine learning', 'r', 'python']",162659
data scientist,company_694,"San Francisco, CA",2 days ago,senior,"['amazon', 'machine learning']",232902
data scientist,company_697,"Austin, TX . Hybrid",14 days ago,senior,"['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'airflow', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib', 'tableau']",127872.5
data scientist,company_521,"San Francisco, CA . Hybrid",4 days ago,senior,"['sql', 'machine learning', 'python']",173541
data scientist,company_702,"Dallas, TX",14 days ago,junior,"['machine learning', 'r', 'python']",43700
data scientist,company_704,"Elsbethen, Salzburg, Austria",7 days ago,lead,"['sql', 'git', 'r', 'python']",29498
data scientist,company_705,"San Francisco, CA . On-site",13 days ago,,[],153447.5
data scientist,company_706,"Los Angeles, CA . Hybrid",a month ago,lead,[],148424.5
data scientist,company_708,Hybrid,5 months ago,,[],137005.5
data scientist,company_709,"Chicago, Illinois, United States . Hybrid",7 days ago,senior,[],156187
data scientist,company_714,Fully Remote,20 days ago,senior,[],200936
data scientist,company_718,"Detroit, MI",a day ago,lead,"['aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']",90424
data scientist,company_723,"Miami, FL",14 days ago,junior,"['pandas', 'spark', 'r', 'python', 'scikit-learn', 'sql', 'gcp', 'machine learning', 'tensorflow', 'tableau']",182667
data scientist,company_727,"New York County, NY",14 days ago,lead,[],100473
data scientist,company_728,"Los Angeles, CA . Hybrid",a month ago,lead,[],237468
